gamma,k,fingerprint_length,n_recipients,sk,id,code,embedding_ratio,recipient_id,accuracy,marital-status-relationship,marital-status-sex,relationship-sex,income-relationship,education-education-num,age-marital-status,education-num-occupation,age-relationship
2,300,128,20,100,10,tardos,0.5,10,0.018858962153087026,0.018963734760153332,0.006478070911958189,0.018330300524092173,0.05613388824641271,0.0018182876616386508,0.05148038301514674,0.010359504588242077,0.08120110360320247
2,300,128,20,100,11,tardos,0.5,11,0.018926527645547333,0.020083085596485042,0.006359450557300515,0.020541146234892005,0.05597566652301522,0.0019431100839473587,0.05780569408981456,0.009315502329717045,0.0883865913922563
2,300,128,20,100,12,tardos,0.5,12,0.018838487761432387,0.01925774937973934,0.005985785512592028,0.01804773277883261,0.05449544940780872,0.0010592376896361886,0.05211941102585432,0.0084203077586646,0.0821513833142275
2,300,128,20,100,13,tardos,0.5,13,0.018846677518094244,0.02006946511901586,0.0066889780108501315,0.019065935615169796,0.058083015479464976,0.0010864170198700716,0.04827643521347788,0.009703735543085375,0.08173916371260563
2,300,128,20,100,14,tardos,0.5,14,0.018863057031417954,0.02037530391684183,0.00522036235726962,0.01769941165948634,0.059501058398603944,0.0010820609385741742,0.04903631727899254,0.01117254305070795,0.08475066495433467
2,300,128,20,100,15,tardos,0.5,15,0.018830298004770533,0.019705930225315534,0.0031487224678485412,0.018295557662352656,0.059767178331925935,0.001987978858448629,0.051893321192633846,0.008397645912484522,0.08568024396494127
2,300,128,20,100,16,tardos,0.5,16,0.018924480206381867,0.019970288648727394,0.0032954680891694173,0.016850156218210552,0.05887703995630757,0.0010820609385741742,0.052740319410006946,0.0072632748969492945,0.08938868765078285
2,300,128,20,100,17,tardos,0.5,17,0.018901958375561766,0.019844451721043366,0.006580252207148672,0.019110201576685346,0.05582966081028133,0.0010820609385741742,0.05538534684922115,0.010347810496912085,0.08275552584597391
2,300,128,20,100,18,tardos,0.5,18,0.01874225812065559,0.019917414282727003,0.005123640294129378,0.017219262676227618,0.056784054124601004,0.001181510565657474,0.053421700374090705,0.01013375185495308,0.08120787722762421
2,300,128,20,100,19,tardos,0.5,19,0.018865104470583417,0.019321158918690746,0.003207772876882668,0.018615976401046917,0.05426021390934617,0.001012435620842374,0.05237368237470934,0.009480105498438281,0.0781353298405792
2,300,128,20,101,0,tardos,0.5,0,0.018734068363993734,0.019437114139654616,0.005494056027275402,0.016930377318940867,0.0513001963034128,0.0009522060884309051,0.057474123036069906,0.007875785300501838,0.07446579619728456
2,300,128,20,102,0,tardos,0.5,0,0.01882825056560507,0.02207432063728442,0.0022373348756229866,0.020419844907055444,0.061259327449535744,0.0020380726621337746,0.042117654941419454,0.008259787870347014,0.08020264280349783
2,300,128,20,103,0,tardos,0.5,0,0.019225453763705047,0.01793507597443403,0.006350836397026075,0.015445318930745433,0.061924777385470794,0.001991725517826486,0.05559798511519231,0.010479122991847802,0.07846449145886321
2,300,128,20,104,0,tardos,0.5,0,0.018961334111360216,0.02136887281059758,0.004215179657369552,0.018159501882798867,0.056212146974528046,0.0019292112483069567,0.05910543198055172,0.0006329096122127397,0.0667902886330484
2,300,128,20,105,0,tardos,0.5,0,0.018971571307187535,0.02029799622441327,0.0016761734284012682,0.017631686641415893,0.05436704337873726,0.0011227250466746138,0.05014512992148854,0.017161771304066813,0.06341297595076084
2,300,128,20,106,0,tardos,0.5,0,0.019002282894669494,0.019852893582324144,0.0062681326318098935,0.019994542761391496,0.04920748038334159,0.00019384394894760688,0.06131848401309724,0.010556785609533584,0.07875216053189109
2,300,128,20,107,0,tardos,0.5,0,0.01862350664905869,0.02044654454092592,0.007330518925067477,0.019383055996921923,0.05423821129613738,0.0002484047604810377,0.038609357667959934,0.011945387823359539,0.06900822742605889
2,300,128,20,108,0,tardos,0.5,0,0.018985903381345783,0.021463664690775354,0.0036141255467269135,0.018281492888784973,0.05642818797712787,0.00091582295997602,0.048863786057407696,0.007169890132833194,0.06949616680637515
2,300,128,20,109,0,tardos,0.5,0,0.018885578862238055,0.01887720079839064,0.0014396066260330563,0.01891679395802847,0.05354105171833532,0.000915862426610314,0.056210031728349194,0.012509484475719063,0.06807067780619673
2,300,256,20,100,0,tardos,0.5,0,0.018777064586468474,0.019205195089977086,0.0008609532135888451,0.01661634817810688,0.054646597576221936,0.0009291163208396615,0.04999296415641612,0.009062731556599032,0.08373791253624205
2,300,256,20,101,0,tardos,0.5,0,0.018781159464799402,0.019129924995169054,0.005341593131686423,0.016394050089197136,0.04948201585572498,0.0016344730355469191,0.06085941901129974,0.008379185572144563,0.07484907913566108
2,300,256,20,102,0,tardos,0.5,0,0.018989998259676708,0.02085303901519067,0.002847991176767645,0.01870753802372924,0.05881994354300672,0.0021998921281732053,0.04473505134611513,0.0067855154232805874,0.08027451234831419
2,300,256,20,103,0,tardos,0.5,0,0.01920702681121587,0.017488347901789898,0.004188222663391868,0.016238773513893762,0.0548863926428612,0.0024670607739437833,0.05371074463306428,0.010780686507355738,0.08179987480834883
2,300,256,20,104,0,tardos,0.5,0,0.018879436544741664,0.021533970453222317,0.003331584208568435,0.01825245735628621,0.057848894339786905,0.001182067311030278,0.05134758710106322,0.005963670034175934,0.0746075064404077
2,300,256,20,105,0,tardos,0.5,0,0.01907189582629526,0.021269843410717824,0.003271261320496237,0.016659474283987206,0.060228937434274814,0.0011132543107148097,0.05009221700057306,0.016823610285427556,0.06971136946610076
2,300,256,20,106,0,tardos,0.5,0,0.018754542755648373,0.018125791881786413,0.0052558075344350495,0.021867936976288613,0.059011563579870176,0.00021624959219334363,0.05903591093936782,0.010144970130753697,0.07127585068377408
2,300,256,20,107,0,tardos,0.5,0,0.018789349221461256,0.021701069617772066,0.006701287610881586,0.020127692355575953,0.050578436980480514,0.00023422722100085137,0.03899068563268056,0.008119045090004646,0.06774113989952156
2,300,256,20,108,0,tardos,0.5,0,0.01919064729789216,0.021894229656661025,0.0025971113642767663,0.018692733428221864,0.05646500018119667,0.0007577669209492819,0.04971084119714438,0.01273303346372604,0.07334963077170892
2,300,256,20,109,0,tardos,0.5,0,0.018936764841374652,0.018944581082661855,0.0030416487058693344,0.020119211444345232,0.05781626734920972,0.000915862426610314,0.0519504633120156,0.010304763918337637,0.07032799271965513
2,300,512,20,100,0,tardos,0.5,0,0.018721783729000952,0.017946089955553125,0.0019032320106188844,0.0164246088628363,0.053448697275850755,0.0009337438307858926,0.050176118516849146,0.009319633767935473,0.07579862416035908
2,300,512,20,101,0,tardos,0.5,0,0.018836440322266924,0.019762759777381404,0.003066693225182316,0.017290565731970523,0.05177574901288376,0.0016620968721415216,0.060083354711014635,0.010083229839748188,0.0751195566977626
2,300,512,20,102,0,tardos,0.5,0,0.018981808503014855,0.02093735885189952,0.001512123921616454,0.01912559083369196,0.05740737823427547,0.0018970486206524718,0.05021259124839428,0.007925736154283158,0.07751847110643639
2,300,512,20,103,0,tardos,0.5,0,0.01909851253544629,0.017487227069029276,0.0024516691168408214,0.016023069067234833,0.054708835709775826,0.0015776713494844415,0.0545351053210222,0.00888262385014913,0.08384880876213457
2,300,512,20,104,0,tardos,0.5,0,0.019037089360482377,0.021975300406973805,0.001143905933262433,0.019170961459553673,0.05879361848562976,0.001008380637044633,0.05135191253483552,0.005750630327948608,0.0756857992087845
2,300,512,20,105,0,tardos,0.5,0,0.018987950820511246,0.021873146522768592,0.0019841654983235486,0.01890166183016744,0.0536207244222027,0.0011500442121207953,0.050998148300704274,0.01676912661800117,0.07361498015572822
2,300,512,20,106,0,tardos,0.5,0,0.01872587860733188,0.017608386166608772,0.0037972591364870485,0.02167466460651672,0.05772514825255856,0.0001977779610109403,0.058830466734087025,0.00909849502039127,0.0676812777921331
2,300,512,20,107,0,tardos,0.5,0,0.018815965930612286,0.020043205632761543,0.003935166666460967,0.021079897425118566,0.0490580300671616,0.0011349202604697543,0.04158232543805485,0.009361045246768455,0.06965458648441059
2,300,512,20,108,0,tardos,0.5,0,0.018977713624683926,0.022190573743509398,0.0007287615803223599,0.018778591850953305,0.058096603653328,0.0008036513363852397,0.04989715297126982,0.008413027109197953,0.07064236555875705
2,300,512,20,109,0,tardos,0.5,0,0.018965428989691144,0.020074267634954648,0.004007860474232263,0.019539965710726834,0.06654802175962565,0.0008563827354884608,0.05629584213936785,0.015022337016759889,0.07755648830798627
2,450,128,20,100,0,tardos,0.5,0,0.019364679626956583,0.02077414270168627,0.006031201552050019,0.02222110158395616,0.06155307941226862,0.012322921475234495,0.054410745210486,0.01270989358734718,0.08884987084199866
2,450,128,20,101,0,tardos,0.5,0,0.019278687182007103,0.022313516125622566,0.00688188794837002,0.019304891526603304,0.05653621035967307,0.008792760508775208,0.060179187072562625,0.013473143710656312,0.08020613157079955
2,450,128,20,102,0,tardos,0.5,0,0.01937901170111483,0.023836418310165287,0.006627735613351309,0.023459325097706613,0.06383532380839929,0.008761446541845418,0.04874343495341266,0.013126260220763106,0.08351494183920902
2,450,128,20,103,0,tardos,0.5,0,0.019776214899214807,0.01966457876459968,0.008915509160168991,0.01772554770749868,0.06404024086141515,0.008218234354574723,0.05843878139259945,0.015358103344048945,0.07889905363927571
2,450,128,20,104,0,tardos,0.5,0,0.019512095246869976,0.022333749273724276,0.009088767620200626,0.022604910643992712,0.05910706610713646,0.011867305864065043,0.06295766751577413,0.003150443961455954,0.07112540350139233
2,450,128,20,105,0,tardos,0.5,0,0.019460909267733383,0.019732770225688874,0.0008446173675199498,0.02060441543507606,0.05646747714512818,0.00926810124702914,0.04893083394986043,0.018860467453889456,0.06527725218599759
2,450,128,20,106,0,tardos,0.5,0,0.01949162085521534,0.0212256654280541,0.008681547687517211,0.02245811501011144,0.05272295761841814,0.006929254404087615,0.06114695636605895,0.012625919486362241,0.08513529998723314
2,450,128,20,107,0,tardos,0.5,0,0.019188599858726698,0.02135125754659151,0.009766091163749968,0.02354795154176752,0.056592598648601604,0.007861431890127045,0.0450175801818668,0.014026816989466727,0.0707805953512964
2,450,128,20,108,0,tardos,0.5,0,0.01950185805104266,0.023005167548612558,0.0072833405848176545,0.02225887143860576,0.05959352962198273,0.008009777482181717,0.05285642215794515,0.010162817040237146,0.07130429826717147
2,450,128,20,109,0,tardos,0.5,0,0.019374916822783902,0.020326392083757965,0.0025018505364720572,0.02214971051837347,0.05855612476132238,0.01202547747704319,0.05735432933682029,0.013698270252799774,0.0739311535206254
2,450,256,20,100,0,tardos,0.5,0,0.01934625267446741,0.02018160073783748,0.004082259729721274,0.02036599209823929,0.05743858662152087,0.010195315935569172,0.05168666155077096,0.011900267489395325,0.08729571832546862
2,450,256,20,101,0,tardos,0.5,0,0.01934625267446741,0.021112638798223237,0.006650845640967706,0.01966151243157245,0.05542370032137743,0.008080160466336674,0.06250629753727453,0.012206830914833794,0.07881983337949476
2,450,256,20,102,0,tardos,0.5,0,0.019563281226006573,0.02218718149740248,0.00609237248927637,0.021425632100645835,0.06265961269970627,0.008674934102338452,0.052505007060332926,0.011500790528459006,0.08284532283177606
2,450,256,20,103,0,tardos,0.5,0,0.01973526611590553,0.019171171830509627,0.007428589860100382,0.020238270861485233,0.05711442347698278,0.009471119612162278,0.0574435790981813,0.016694861731506087,0.08329199358162129
2,450,256,20,104,0,tardos,0.5,0,0.019462956706898845,0.02275462145684841,0.007777983485721715,0.022434938478821158,0.06110533215836771,0.011364898766486635,0.056336654132887354,0.007148747292328894,0.07288290389566326
2,450,256,20,105,0,tardos,0.5,0,0.01951823756436637,0.021200664429555018,0.0048218910625427375,0.01907961711444016,0.06185691546283112,0.00940060593329771,0.049590228281770475,0.018921645128698834,0.07066670663297081
2,450,256,20,106,0,tardos,0.5,0,0.019256165351187002,0.01946174808914184,0.007664634203653568,0.02457231044785825,0.06017958366109034,0.0060018185292617385,0.05853450837806831,0.011037301297913705,0.07892739750065443
2,450,256,20,107,0,tardos,0.5,0,0.01929097181699989,0.022838584828779367,0.008041488667235683,0.02357737793293964,0.05384484883540105,0.00744338584876764,0.043144656779806875,0.012339665240432767,0.07179777036474595
2,450,256,20,108,0,tardos,0.5,0,0.019725028920078214,0.023381808828675903,0.005910219287223763,0.021557377391483976,0.05952247272794626,0.00975235518992332,0.05398278761098667,0.016682568962055465,0.0689212563096869
2,450,256,20,109,0,tardos,0.5,0,0.019397438653604004,0.020260645073980014,0.003951774123796155,0.022603230258497378,0.0626152857329529,0.010983428016726844,0.0551588350241948,0.012045615056760241,0.07397464422616626
2,450,512,20,100,0,tardos,0.5,0,0.01923773839869783,0.01931858198566062,0.0057212130115456405,0.020452902402152837,0.05619878435174996,0.011050777162550799,0.051099910352618245,0.010981636435887916,0.0788577977650035
2,450,512,20,101,0,tardos,0.5,0,0.019370821944452974,0.021404749929665633,0.004498500250308048,0.02042105562679759,0.05760191100535748,0.007556959773394044,0.061473663576160374,0.013568470381497602,0.0810164958898006
2,450,512,20,102,0,tardos,0.5,0,0.019555091469344716,0.021486482934324386,0.004679847172799587,0.0223263690404809,0.06322131659536823,0.008839444053752261,0.05405755951862531,0.011219725559950992,0.08075062913081218
2,450,512,20,103,0,tardos,0.5,0,0.019659510866783372,0.019742328593934735,0.005799979364717786,0.018765178037898376,0.05668960767919684,0.007303819098205497,0.06136963198249461,0.015378626061459311,0.08466749247192128
2,450,512,20,104,0,tardos,0.5,0,0.019606277448481313,0.022780364398182137,0.006717271208900283,0.023488324954119635,0.06265426381394429,0.009829313355228046,0.05608622616305225,0.007360226471167096,0.07559509464128578
2,450,512,20,105,0,tardos,0.5,0,0.019526427321028224,0.021337527619896858,0.003012232948545471,0.02199634838460159,0.055143161536026775,0.01061347358645864,0.050794493584867505,0.020026935997355434,0.07699012226728498
2,450,512,20,106,0,tardos,0.5,0,0.0192111216895468,0.018446347838906006,0.00795661620419,0.025048173131737805,0.059858768102907994,0.0061115029604064085,0.06034256585516612,0.01228758544480065,0.07432380552082066
2,450,512,20,107,0,tardos,0.5,0,0.019305303891158133,0.021353535020642456,0.006265729932805893,0.024180954050305146,0.052283787542427296,0.00814493125746255,0.047173804400624596,0.015566907882870736,0.07259742781318158
2,450,512,20,108,0,tardos,0.5,0,0.019555091469344716,0.023504366729554884,0.0058912857786223615,0.021706432670659064,0.06103450176143203,0.007830084545561822,0.05274268977920839,0.014119403301691478,0.06762617422478365
2,450,512,20,109,0,tardos,0.5,0,0.019397438653604004,0.02130192103088877,0.00513500335549702,0.0206550095481042,0.06990265255875466,0.01160881472141208,0.05706127028476854,0.01708215544413889,0.08142364444542398
4,300,128,20,100,0,tardos,0.25,0,0.009332227716183982,0.009668362263601798,0.0016171983005598969,0.009142651653569672,0.026307466594731717,0.0008930614602578827,0.026553852102865354,0.006041170443132467,0.04333935415473288
4,300,128,20,100,1,tardos,0.25,1,0.009371129060327795,0.009816663371452173,0.0008076300648440345,0.008083829123515966,0.02816738245208851,0.000979070053470274,0.028858432156389068,0.004558467779839624,0.04418571642545911
4,300,128,20,100,2,tardos,0.25,2,0.009332227716183982,0.008734452704747658,0.00016071889368312743,0.007901116676418308,0.03008308466911985,0.0015887113401075706,0.029228344248299887,0.0053967021211464425,0.04125703537660776
4,300,128,20,100,3,tardos,0.25,3,0.009450979187780883,0.009809352960254942,0.0005141310546341568,0.008188891683029772,0.028862059328196375,0.0008930614602578827,0.028839292388679848,0.003319050024627809,0.03963977767006449
4,300,128,20,100,4,tardos,0.25,4,0.009367034181996867,0.009335065168626484,0.0009055200003584203,0.009627519713163455,0.026137070364096637,0.0008930614602578827,0.031212366132001155,0.005007994728706048,0.039076519699164466
4,300,128,20,100,5,tardos,0.25,5,0.009391603451982432,0.00941218428996915,0.0006849258658288208,0.010009718665501233,0.0297837221439829,0.0009790611206520112,0.0295182466153495,0.005757813171680312,0.04265564232971277
4,300,128,20,100,6,tardos,0.25,6,0.00929332637204017,0.009171714744497635,9.753790618034315e-05,0.008307344305052727,0.028407942382957543,0.0008654851591688121,0.03078688591922919,0.005733508210701304,0.04307704902919829
4,300,128,20,100,7,tardos,0.25,7,0.009383413695320577,0.009559519591691434,0.0009456724159649805,0.009520847985976907,0.028138607245704012,0.0008930614602578827,0.02978800228591095,0.005727623136145525,0.04051140790298589
4,300,128,20,100,8,tardos,0.25,8,0.009348607229507692,0.00908514386810496,0.0006756574431052137,0.008349858117642385,0.02711483100677021,0.0008701600149273138,0.03003154816782491,0.0045431548662057016,0.042627727100935854
4,300,128,20,100,9,tardos,0.25,9,0.009332227716183982,0.009582273225372374,0.0015930950002405685,0.008856621316530837,0.027041255172326306,0.0008701600149273138,0.03131486179001572,0.004324973174071168,0.04171019083672065
4,300,128,20,100,10,tardos,0.25,10,0.009373176499493258,0.009167078575211417,0.001851634691376523,0.00904942727874981,0.026476182681938732,0.0016252919145375811,0.026795731668350923,0.004309063226668531,0.04089316749135485
4,300,128,20,100,11,tardos,0.25,11,0.009381366256155115,0.009563111300619442,0.0011771528460920002,0.010032329060951249,0.02779136098543712,0.0017318739489683905,0.03292476033567075,0.005143546226468843,0.043692005929715984
4,300,128,20,100,12,tardos,0.25,12,0.009342464912011302,0.009287280520761994,0.0011201463441585064,0.007712002477807503,0.026324334477519327,0.0008654851591688121,0.026331652884802745,0.004068428975364693,0.0406414249693492
4,300,128,20,100,13,tardos,0.25,13,0.009375223938658722,0.010301592047348436,0.0028005113714047562,0.009354960231788835,0.027314384014597834,0.0008930614602578827,0.029055610327936472,0.0055732585905519435,0.04159303149679739
4,300,128,20,100,14,tardos,0.25,14,0.009338370033680375,0.009363279443880386,0.001198582113932839,0.008154555406837318,0.028297530508809968,0.0008930614602578827,0.027032246905497204,0.00500351268271191,0.04074632758169963
4,300,128,20,100,15,tardos,0.25,15,0.009342464912011302,0.009507850743322725,0.0002556651147329724,0.00976086425579302,0.029736823282681606,0.0017549270908198598,0.028672197414806165,0.003264042952195957,0.04141155136293862
4,300,128,20,100,16,tardos,0.25,16,0.009385461134486042,0.01010467937391431,8.389489607024157e-05,0.007980936089783085,0.028916277040373077,0.0008883849927765147,0.02921850343761108,0.004178511019047966,0.04299834480721248
4,300,128,20,100,17,tardos,0.25,17,0.009426409917795317,0.009731110940361056,0.0023436611015381498,0.009407150005657524,0.027975648804004678,0.0008883849927765147,0.03183853304286414,0.005619729281381635,0.04213947090278649
4,300,128,20,100,18,tardos,0.25,18,0.00930356356786749,0.009676099636060304,0.00024375636529076633,0.00843243773176189,0.028980148518366527,0.0009511105075952969,0.029710964606934554,0.0037895658748444976,0.040671801836074654
4,300,128,20,100,19,tardos,0.25,19,0.00938955601281697,0.009451854350049957,0.00035832014588250933,0.008745535380977663,0.02836100193658147,0.000828538694630812,0.027781862575586156,0.004248955120975901,0.04009891810598978
4,300,128,20,101,0,tardos,0.25,0,0.009614774321017986,0.011068348090663606,0.0014696252413862409,0.01026436076302605,0.02758566486468935,0.0008565223424543373,0.026595339393483405,0.004781293059778122,0.042908040796330225
4,300,128,20,102,0,tardos,0.25,0,0.00949807028858655,0.012749853872078554,0.001881558359589229,0.011121676829789845,0.03159469400290905,0.0009582986114550975,0.024901725820619162,0.0015265973847335094,0.04353586475572119
4,300,128,20,103,0,tardos,0.25,0,0.009721241157622105,0.009397919834808165,0.004441961806039136,0.008686520785959544,0.031353768847956126,0.0010454404779706885,0.026104567236603243,0.00443847057002514,0.041116488289515515
4,300,128,20,104,0,tardos,0.25,0,0.009356796986169548,0.012104593138036801,0.003822579050840304,0.009944904810447568,0.02589276774639079,0.00021210313566054958,0.02908517849850356,0.0006033801954732189,0.03279123078807945
4,300,128,20,105,0,tardos,0.25,0,0.009518544680241188,0.010316222410830855,4.1141064799526025e-06,0.007996444658575984,0.02912978756218623,0.0008880697687047806,0.024932196001638547,0.003975367637715764,0.030650686715005968
4,300,128,20,106,0,tardos,0.25,0,0.009504212606082942,0.009431569028591168,0.005799742119779809,0.009763393589934008,0.025906142248476618,2.315808624830854e-05,0.03325541270011728,0.006417110307956276,0.03764234851858925
4,300,128,20,107,0,tardos,0.25,0,0.009104961968817502,0.010240874971755173,0.003340175856994474,0.010472011841685367,0.023348913704094768,0.0002441700580342231,0.01593472255944883,0.005421589833291823,0.033738751609201964
4,300,128,20,108,0,tardos,0.25,0,0.009504212606082942,0.010588685699714336,0.000977513038132779,0.010698113994517056,0.03139515700780692,0.0007177142273845096,0.02694692529032142,0.0053599334652086016,0.03399440359900832
4,300,128,20,109,0,tardos,0.25,0,0.009440741991953563,0.010506344641691404,0.00047835473566923994,0.01002480331776306,0.02562878600988868,4.169665277242564e-05,0.035337143996680115,0.008096024291208858,0.035480211601490716
4,300,256,20,100,0,tardos,0.25,0,0.009369081621162331,0.009860777057462338,0.0004931716620969422,0.009110268782508703,0.02395211599765939,0.0008883849927765147,0.0256865624758132,0.005898273230640553,0.04211287957352149
4,300,256,20,101,0,tardos,0.25,0,0.009637296151838089,0.010345401277682144,0.0009579174222769675,0.010040539369307131,0.026785800750667402,0.0015759609504947788,0.028975295028876802,0.004932458975902606,0.040732445155694914
4,300,256,20,102,0,tardos,0.25,0,0.009657770543492726,0.012348697769335516,0.0015315049223066904,0.01067237679817378,0.030290009556947297,0.0011224358542189646,0.02707914147515907,0.0017871991265739386,0.04331508008209849
4,300,256,20,103,0,tardos,0.25,0,0.00974581042760767,0.009174763685312445,0.003931481684647261,0.007892159456728005,0.03075683540520266,0.0012055523385793964,0.02413175809012459,0.003836663996321426,0.045446270573521595
4,300,256,20,104,0,tardos,0.25,0,0.009309705885363881,0.010626974835497165,0.003774517945663057,0.010690947340683038,0.025693832883819094,0.0002031388034666662,0.027080333785185328,0.002345819323435794,0.03582400023178346
4,300,256,20,105,0,tardos,0.25,0,0.009549256267723145,0.011072893710871308,0.0036861558467957967,0.006774979079399658,0.030382247389592693,0.0010448951753930405,0.02638319396243945,0.0035916407018881493,0.03171977743790467
4,300,256,20,106,0,tardos,0.25,0,0.009395698330313361,0.008691422372165636,0.003353072975687842,0.010860611370799144,0.03166712862243662,3.700649429882882e-05,0.031220857884670234,0.0067395559102020365,0.03478202754632545
4,300,256,20,107,0,tardos,0.25,0,0.009254425027896359,0.01068850823933339,0.0038502618122258935,0.010476145732401253,0.02257870275399152,0.00023004691227722902,0.016096967466381475,0.00420235174104694,0.03514175711815926
4,300,256,20,108,0,tardos,0.25,0,0.00958406273353603,0.010658692935268574,0.0005279686402266175,0.010435913558548308,0.029617918265320998,0.0005573630423227688,0.02814777600539103,0.0067038991966579834,0.03701422387937099
4,300,256,20,109,0,tardos,0.25,0,0.009465311261939129,0.009664522155314407,0.0008748910748887127,0.009630704164737065,0.026537390919171736,4.169665277242564e-05,0.03232848300996294,0.006846362384668187,0.03461405346671995
4,300,512,20,100,0,tardos,0.25,0,0.009307658446198417,0.009397229094622537,0.0012296226565935314,0.007971430617359386,0.02464035487920541,0.0009066386868401221,0.02552711914356421,0.006029161756090174,0.03808569059480466
4,300,512,20,101,0,tardos,0.25,0,0.009596347368528813,0.01090309373317709,0.0005031448552646019,0.010067441036846949,0.028839863798476115,0.001603778782083783,0.029821726591002903,0.006204434332628138,0.039553327400720796
4,300,512,20,102,0,tardos,0.25,0,0.00958406273353603,0.011917862329191436,0.0006356098470530524,0.010139721279408025,0.02998642594837345,0.0009582986114549865,0.027224272815006466,0.0034739770936147965,0.039445409739057094
4,300,512,20,103,0,tardos,0.25,0,0.00961682176018345,0.008494771201434298,0.00288055572023493,0.007453426093264782,0.028844479538161476,0.0004405375825923101,0.024554954319945196,0.0022982990239616406,0.04149374389289512
4,300,512,20,104,0,tardos,0.25,0,0.009356796986169548,0.010980526107976682,0.002935755858106155,0.01053094078167476,0.025745746485752157,0.0002031388034666662,0.02588376765466208,0.0025516025882964728,0.033298135988300726
4,300,512,20,105,0,tardos,0.25,0,0.009493975410255623,0.010990625267838935,0.00330122380799469,0.00902734465878859,0.02520897370433687,0.0009158125701239302,0.025849635064867656,0.0031206714158641038,0.03300900638929548
4,300,512,20,106,0,tardos,0.25,0,0.00931380076369481,0.008747032910033606,0.0025711276246121705,0.011342711008610666,0.029409658592220445,1.8531845676571938e-05,0.029698206872422143,0.006547564060546787,0.03605128786085231
4,300,512,20,107,0,tardos,0.25,0,0.009262614784558214,0.010354510968464075,0.0018074826230639245,0.010269237566115657,0.022668566883970592,0.00036516242752381066,0.02142609203561728,0.003322435722402736,0.035685183976926736
4,300,512,20,108,0,tardos,0.25,0,0.009410030404471607,0.011219288760778021,0.00024020372462962096,0.0096150662734468,0.02784482496519645,0.0006070306055002471,0.029903833761837348,0.003790543642072947,0.035066546227137334
4,300,512,20,109,0,tardos,0.25,0,0.009453026626946347,0.01043407817940691,0.0005452951436407833,0.008950469790464623,0.03115429929894503,4.169665277242564e-05,0.03494280369583401,0.008028731823733077,0.042738308200797576
4,450,128,20,100,0,tardos,0.25,0,0.009649580786830871,0.011431320534087436,0.001824296083171472,0.010553823697457967,0.028258724681691355,0.009699455422834766,0.026114892935366382,0.007207162309479651,0.04352638333575006
4,450,128,20,101,0,tardos,0.25,0,0.009856372142542714,0.012924003185690484,0.0036067867314202237,0.01202040243628552,0.03085993497166327,0.005396975978825515,0.02866219489896115,0.007681147552535631,0.044177976531170796
4,450,128,20,102,0,tardos,0.25,0,0.009747857866773133,0.013458699031418081,0.004178729331783794,0.013237158865938745,0.033112361348977104,0.004436169613312338,0.026386987058897277,0.004293259397953481,0.045450656637618284
4,450,128,20,103,0,tardos,0.25,0,0.009979218492470543,0.011471447505302263,0.006070785775028613,0.008916746342762929,0.03240653105028952,0.0027430771194718695,0.028682543854003765,0.006876986293575606,0.0420460331882886
